id,name,latitude,longitude,start_trips,end_trips,total_trips
422,American Legion Hwy at Cummins Hwy,42.278811581565975,-71.11687703062671,56,62,118
174,Washington St at Brock St,42.348952846695106,-71.16031676530837,470,485,955
414,Discovery Park - 30 Acorn Park Drive,42.39790817368333,-71.14797130814624,690,684,1374
502,160 Arsenal,42.36466403441681,-71.17569386959077,313,317,630
130,Uphams Corner,42.31727474327453,-71.06537003967787,298,335,633
538,Circuit Drive at American Legion Hwy,42.297041264209476,-71.09171926975249,100,102,202
427,Washington St at Denton Terr,42.280728147169015,-71.13423757273267,68,53,121
296,Farragut Rd at E. 6th St,42.3334,-71.02495,675,753,1428
470,Union St at Herrick Rd – Newton Centre Green Line,42.32956868185623,-71.19367271661757,36,41,77
466,Centre St at Washington St,42.35574334805774,-71.18641942508475,65,60,125
526,Beacon at Walnut,42.330062324403,-71.20668411254883,58,66,124
524,Newton Highlands T,42.322065656952944,-71.20637297630309,108,103,211
188,Foss Park,42.39108438146733,-71.09039425849916,675,750,1425
